Player,Matches,Hand Preference,Hard +/- %,Clay +/- %,Grass +/- %
Shuai Zhang,457,-0.12035566846617979,0.04926343688362911,-0.22185496794871795,0.1209772370486657
Sorana Cirstea,598,-0.021560846560846614,-0.0023129715997420863,0.02590302390468291,-0.07888656617889755
Olga Govortsova,322,-0.09440559440559443,0.06999434389140258,-0.14764705882352946,-0.09472318339100361
Yanina Wickmayer,457,0.09981056121240822,-0.012210869077026842,-0.008437801350048235,0.05518356037866545
Ling Zhang,52,0,0.005333333333333412,0,0
Teliana Pereira,97,0,-0.5046808510638299,0.24436795994993732,-1.0
Kate Makarova,480,-0.006896551724137945,-0.015130535485007979,-0.031200067277773247,0.13833992094861647
Petra Cetkovska,154,0,-0.14444444444444438,0.13844086021505375,0.06944444444444442
Michelle Larcher De Brito,100,0,-0.10447761194029859,0.11111111111111116,0.2865497076023391
Julia Goerges,554,0.14892402283706635,-0.0008738495863157558,0.0016848161084856983,0.010098176718092544
Madison Brengle,235,0,0.007718696397941871,-0.07114624505928857,0.06818181818181834
Vesna Dolonc,65,0,0.059782608695652106,-0.09722222222222232,0.015625
Julia Glushko,74,0,0.012158054711246091,0.10119047619047628,-1.0
Polona Hercog,378,0.0604448742746615,-0.24122210125204147,0.2915110954561464,-0.2455089820359282
Sandra Zahlavova,50,0,-0.07407407407407407,0.0,0.19047619047619047
Petra Martic,398,0,-0.0674193204814143,0.1006721720760515,0.07291399229781792
Estrella Cabeza Candela,54,0,-0.040000000000000036,0.030909090909090997,-1.0
Arantxa Rus,226,0,-0.09949287611687996,0.09681433549029372,-0.08130081300813019
Kristyna Pliskova,226,0,-0.018662232076866125,0.10064935064935066,-0.14393939393939392
Karolina Pliskova,617,0.05284307815953382,0.01691793106791417,-0.06068959842001309,0.005598072562358336
Petra Kvitova,784,-0.08628784512239895,-0.015711313580601072,-0.023698113207547,0.10943396226415114
Carla Suarez Navarro,596,-0.005276030747728866,-0.0740682879411203,0.1597321581869171,-0.08806528391703505
Kristina Kucova,109,0,-0.1659493065518891,0.16310975609756095,-0.0030487804878048808
Ulrikke Eikeri,43,0,-0.09473684210526323,0.07499999999999996,0
Julie Coin,48,0,0.33333333333333326,-0.2727272727272727,-1.0
Melanie Oudin,139,0,-0.11019661636945599,-0.11746031746031749,0.514161220043573
Patricia Mayr Achleitner,140,0,0.037805782060785775,0.013645224171539905,-0.5906432748538012
Rebecca Marino,119,0,0.042376893939394034,-0.23717948717948711,-0.03587962962962965
Xinyun Han,57,0,-0.057851239669421406,0.29545454545454564,-1.0
Arina Rodionova,48,0,-0.2727272727272727,0.4545454545454546,0.9393939393939394
Alexandra Panova,82,0,-0.028308097432521384,0.058064516129032295,-0.11827956989247312
Ekaterine Gorgodze,43,0,0.05392156862745101,0.1066176470588236,-1.0
Elitsa Kostova,45,0,-0.06250000000000011,0.125,0
Monica Puig,295,0,-0.03201851340149198,0.1297036297036298,-0.14128974473802058
Kristie Ahn,43,0,-0.0401785714285714,-0.2321428571428572,0.34375
Laura Robson,103,0,0.07681818181818167,0.05340909090909096,-0.20769230769230762
Nigina Abduraimova,50,0,0.020408163265305923,-1.0,0
Kirsten Andrea Weedon,41,0,0.17703349282296643,-0.20498614958448758,0
Alexandra Dulgheru,184,0,-0.12058823529411766,0.1424836601307189,0.15450980392156866
Zarina Diyas,232,0,0.047995482778091514,-0.16515151515151516,0.008695652173912993
Kai Chen Chang,105,0,0.11927398444252368,-0.6634615384615385,-0.6634615384615385
Kurumi Nara,209,0,0.05555555555555558,-0.022058823529411797,-0.3522727272727273
Ksenia Pervak,113,0,0.07120811287477968,-0.2433035714285714,0.008928571428571397
Vitalia Diatchenko,53,0,-0.03385416666666674,0.10416666666666674,-0.0185185185185186
Madison Keys,451,0.06234783529162691,-0.03628968615309902,-0.029625951671631956,0.24335839598997477
Olivia Rogowska,44,0,0.07755102040816331,-0.2142857142857143,-1.0
Christina Mchale,372,0,0.07030759573132439,-0.1227632126508531,-0.1455641688199828
Kristina Mladenovic,455,0.12077610638761715,-0.04868578255675027,0.014941077441077422,0.15856481481481488
Silvia Soler Espinosa,167,0,-0.2897395002658161,0.19124734914208585,0.17192982456140338
Maria Teresa Torro Flor,80,0,-0.17050691244239624,0.12903225806451601,-0.3548387096774194
Naomi Broady,66,0,0.3095238095238093,-1.0,-0.5
Irina Camelia Begu,446,0.07040704070407044,-0.08446235957152992,0.15571764480061412,-0.2858806404657934
Lesia Tsurenko,332,0.07446411929170549,0.05081266039349863,-0.12526946107784442,-0.027137214931838516
Sabina Sharipova,46,0,0.0,0,0
Ajla Tomljanovic,331,0,-0.012089237262586705,-0.0015919564306661194,0.06774193548387109
Bojana Jovanovski,231,0,0.10359567513200907,-0.28002877007911775,-0.1716718960107575
Simona Halep,638,-0.00991719622568843,-0.014338286349118046,0.029406417598400125,0.043790030632135934
Reka Luca Jani,46,0,0.15000000000000013,-0.11538461538461531,0
Alison Riske Amritraj,381,-0.12450481041312966,-0.018966825298296408,-0.34210259014728284,0.282223867537188
Sloane Stephens,491,-0.08259749816041206,-0.019858303332410343,0.04197722567287787,0.009694477085781417
Heather Watson,356,-0.19820872274143303,0.0504291845493563,-0.3325,0.01867469879518069
Paula Ormaechea,91,0,-0.39534883720930236,0.20465116279069773,-1.0
Irina Falconi,111,0,-0.18884615384615377,0.38749999999999996,-0.008928571428571397
Misaki Doi,271,0,0.030194417291191433,-0.22527158376214984,0.19760101010101017
Timea Babos,309,0,0.09834123222748814,-0.16146540027137046,-0.3203812316715542
Yulia Putintseva,413,0.06666666666666665,-0.04445925185555377,0.17176596886741824,-0.38610182088442957
Mona Barthel,321,0.14432989690721654,0.06060918946824989,-0.03962157354249207,-0.42972759573628105
Laura Siegemund,215,0,-0.18500369822485208,0.23203185703185691,-0.3108974358974359
Daria Saville,279,0.008196721311475419,-0.0122373585776957,0.135893485915493,-0.20180457746478875
Jamie Hampton,81,0,0.016883116883116944,-0.15625,0.15714285714285725
Shelby Rogers,252,0,0.02564674397859057,0.008474576271186418,-0.1610169491525424
Eugenie Bouchard,306,0,-0.05555555555555558,0.17748917748917736,-0.08602150537634412
Magda Linette,336,0,0.05439330543933063,-0.14687499999999998,-0.10909090909090902
Kiki Bertens,387,-0.15451895043731778,-0.14892681210415193,0.22024850149850161,-0.09069548872180444
Danka Kovinic,208,0,-0.24488448844884492,0.30429042904290404,-1.0
Mayar Sherif,85,0,-0.4097222222222222,0.590909090909091,-0.14141414141414144
Ons Jabeur,325,0.06563573883161511,-0.11382113821138207,0.1750358680057389,0.16260162601626016
Lara Arruabarrena,216,0,-0.24347826086956514,0.2158385093167703,-0.09698996655518388
Alexandra Cadantu Ignatik,94,0,0.07428571428571429,0.028571428571428692,-0.616326530612245
Aleksandra Krunic,207,0,-0.08793103448275852,0.10000000000000009,0.15000000000000013
Alison Van Uytvanck,279,0,0.0714285714285714,-0.14536340852130336,-0.1393869288606131
Caroline Garcia,575,-0.04307994328716325,-0.04541394188633463,0.04611804527184238,0.16682397357243972
Anett Kontaveit,357,0.019153897401732123,0.029768085842852177,-0.049745652431089415,-0.094392523364486
Saisai Zheng,220,0,0.09042553191489366,-0.3065405831363278,-0.44931163954943676
Johanna Konta,312,0,0.02945026178010468,-0.18324607329842935,0.05011219147344792
Jana Cepelova,152,0,-0.1208791208791209,0.21212121212121215,0.09803921568627438
Lauren Davis,307,-0.04471292854192482,0.05295492235790733,-0.15009629272989888,-0.025087329310892414
Camila Giorgi,392,0,-0.005962059620596261,-0.054545454545454564,0.08212560386473444
Mihaela Buzarnescu,128,0,-0.15254237288135597,0.13405238828967647,0.1932203389830509
Donna Vekic,387,0.09346567411083534,-0.015541443850267456,-0.11492281303602059,0.1664222873900294
Richel Hogenkamp,58,0,0.0,0.0043290043290042934,-0.011363636363636354
Annika Beck,202,0,-0.02939513849632558,0.07161803713527859,-0.07126436781609191
Ying Ying Duan,94,0,0.06639973306639968,-1.0,-0.15315315315315325
Garbine Muguruza,477,0.08391307024564432,0.007361938972881177,0.011396766498807276,-0.07077922077922083
Nicole Gibbs,93,0,0.1058688147295741,-0.487603305785124,-1.0
Elina Svitolina,536,0.13960072595281303,0.017602250087894067,0.014349023835189989,-0.20424178154825023
Aliaksandra Sasnovich,307,0,0.038721804511278046,-0.06549489395129615,-0.12478070175438594
Qiang Wang,274,0,0.07109923154026054,-0.16590563165905636,-0.3744292237442923
Maria Sakkari,373,-0.044069128043990546,-0.007439204413021594,0.03285584961925547,-0.027725118483412303
Ashleigh Barty,274,0,-0.008192036578395956,-0.02817733990147797,0.06724710734333827
Jessica Pegula,256,0,0.03508543106821449,-0.07615729218516676,-0.14146341463414625
Grace Min,44,0,-0.05882352941176472,0.1200000000000001,-1.0
Luksika Kumkhum,75,0,0.10085227272727271,-1.0,-0.4140625
Belinda Bencic,414,-0.0768670309653916,0.00026689516638822575,-0.0978988326848248,0.11723358855278043
Carina Witthoeft,117,0,0.10204081632653073,-0.1813411078717201,-0.01680672268907568
Rebecca Peterson,178,0,0.16754890678941314,-0.24894514767932485,-0.35623869801084995
Margarita Gasparyan,100,0,0.11564625850340127,-0.4897959183673469,-0.09297052154195018
Ana Konjuh,169,0,-0.04339622641509444,-0.011695906432748648,0.2017777777777776
Jelena Ostapenko,403,0.04533734422002578,-0.061046840870479624,0.020253164556962133,0.23697244506452741
Viktorija Golubic,200,0,-0.0022172949002217113,-0.15433403805496826,0.20320855614973254
Maryna Zanevska,82,0,-0.21997621878715812,0.2633895818048422,-1.0
Tereza Martincova,159,0,0.06555944055944041,-0.22287390029325516,0.0037878787878788955
Kateryna Baindl,175,0,-0.014639639639639546,0.14379084967320255,-0.4391025641025641
Beatriz Haddad Maia,190,0,-0.058641975308642014,0.009945130315500705,0.2794612794612794
Su Jeong Jang,45,0,-0.09774436090225569,1.3684210526315788,0
Tereza Smitkova,49,0,0.1342592592592593,-0.2932692307692307,0.02083333333333326
Anna Karolina Schmiedlova,266,0,-0.03159323707268913,0.13037565867754553,-0.6576576576576576
Risa Ozaki,57,0,0.10144927536231885,-0.3666666666666666,-0.4722222222222222
Taylor Townsend,89,0,-0.043010752688172005,0.1237373737373737,-0.011111111111111072
Sachia Vickery,86,0,0.08176100628930816,-0.16908212560386482,-0.0444444444444444
Katerina Siniakova,349,0.02990430622009571,-0.08879870590572403,0.1755239520958085,0.04491017964071853
Dalila Jakupovic,63,0,-0.015625,-0.015625,0.125
Ankita Raina,52,0,0.004545454545454408,0.2999999999999998,-1.0
Storm Hunter,52,0,0.12693498452012375,-0.23529411764705888,-1.0
Anna Lena Friedsam,145,0,0.0488245931283906,-0.049344375431331855,-0.030910609857978333
Barbora Krejcikova,186,0,0.007555238774055617,-0.06191304347826099,0.15527950310559002
Yafan Wang,119,0,0.09523809523809534,-0.5757575757575757,-0.29999999999999993
Lin Zhu,163,0,0.05264187866927594,-0.5534246575342465,-0.14120126448893577
Elizaveta Kulichkova,45,0,0.08996539792387548,-0.24369747899159666,-0.3382352941176471
Naomi Osaka,253,0,0.053212669683257996,-0.19864253393665166,-0.13839009287925697
Denisa Allertova,87,0,0.07781649245063882,-0.09059233449477355,-0.36341463414634145
Catherine Cartan Bellis,75,0,-0.022164276401564598,0.04895104895104874,0.15384615384615374
Veronika Kudermetova,250,0,-0.05063291139240489,0.10452586206896552,0.046798029556650134
Viktoriya Tomova,90,0,-0.03703703703703709,-0.03225806451612889,0.19047619047619047
Ana Bogdan,161,0,-0.05977327378907593,0.1163596966413869,-0.1901408450704225
Magdalena Frech,108,0,-0.12903225806451601,0.0,0.42105263157894735
Daria Kasatkina,413,-0.03971201212580522,-0.02406015037593978,0.04959568733153641,0.027874564459930307
Fiona Ferro,107,0,-0.1924528301886793,0.310204081632653,-1.0
Danielle Collins,207,0,0.0281456953642385,-0.029444861215303764,-0.22952853598014888
Ivana Jorovic,45,0,0.05769230769230771,-0.16666666666666674,0.25
Sara Sorribes Tormo,242,0,-0.0011257035647279645,0.026511134676564074,-0.1146341463414633
Patricia Maria Tig,86,0,-0.014729950900163602,0.07106227106227103,-0.4487179487179487
Louisa Chirico,55,0,-0.11111111111111105,0.28333333333333344,-1.0
Natalia Vikhlyantseva,95,0,0.0,-0.08333333333333348,0.16666666666666652
Nao Hibino,177,0,0.08174178762414064,-0.18433179723502302,-0.5402597402597402
Paula Badosa,169,0,-0.06972477064220184,0.15034033737792263,-0.17916891527253098
Oceane Dodin,112,0,0.08193202146690526,0.0017889087656528524,-0.6744186046511629
Julia Grabher,54,0,-0.4155844155844156,0.37142857142857144,-1.0
Marie Bouzkova,158,0,0.05033238366571702,-0.29068462401795725,0.026640675763482724
Ysaline Bonaventure,88,0,0.16470588235294126,-0.2941176470588236,-0.5686274509803921
Anhelina Kalinina,111,0,-0.0672268907563025,0.20344387755102034,-0.07499999999999996
Harriet Dart,95,0,-0.11263736263736257,-0.6122448979591837,0.28174603174603186
Sofia Kenin,220,0,0.014162151886702778,-0.15192743764172345,0.16402116402116396
Jil Teichmann,171,0,-0.024278362049675484,0.1803957662218132,-0.7682926829268293
Ekaterina Alexandrova,286,0,0.021428571428571352,-0.14626865671641798,0.15945945945945939
Jennifer Brady,141,0,0.0630952380952381,-0.2656249999999999,-0.02083333333333326
Marketa Vondrousova,225,0,0.011387473778843304,0.05525051475634846,-0.24012158054711252
Elise Mertens,377,-0.12922776148582593,0.002258866049243302,0.09728183118741063,-0.20980137738297233
Rebeka Masarova,43,0,0.023809523809523947,-0.06926406926406925,0.023809523809523947
Anna Blinkova,151,0,-0.08367933567550301,0.10703812316715533,0.2893738140417459
Camila Osorio,105,0,-0.08854166666666652,0.1914893617021276,-0.475
Nadia Podoroska,112,0,-0.12115505335844323,0.15762273901808777,0.03703703703703698
Anna Bondar,80,0,-0.30047694753577103,0.3529411764705881,-1.0
Dayana Yastremska,173,0,0.05047438330170784,-0.09542483660130718,-0.2171945701357465
Chloe Paquet,43,0,-0.49411764705882355,0.30869565217391304,0.43333333333333335
Renata Zarazua,42,0,-0.11111111111111116,0.20000000000000018,0
Vera Lapko,47,0,-0.02083333333333326,0.24338624338624348,-0.25396825396825395
Nina Stojanovic,64,0,-0.01449275362318847,-0.11111111111111116,0.33333333333333326
Elena Gabriela Ruse,77,0,0.048878205128205066,0.031249999999999778,-0.27812500000000007
Priscilla Hon,40,0,0.010101010101010166,0.8181818181818181,-1.0
Dalma Galfi,55,0,-0.032258064516129115,0.02941176470588225,0.0714285714285714
Anna Kalinskaya,117,0,0.09670781893004121,-0.006944444444444531,-0.638888888888889
Jana Fett,50,0,-0.04513888888888884,0.5625,-0.47916666666666674
Viktoria Hruncakova,141,0,0.022068298969072142,-0.04531249999999998,-0.05580357142857151
Caroline Dolehide,50,0,-0.030470914127423865,0.3157894736842106,-0.3421052631578947
Bianca Andreescu,143,0,0.06941226037497361,-0.058257345491387946,-0.2755825734549139
Aryna Sabalenka,371,0,0.019576964644125283,-0.016958134605193464,-0.08645690834473319
Xiyu Wang,98,0,0.027186374058303375,0.07955936352509174,-0.43023255813953487
Jaqueline Cristian,60,0,0.023255813953488413,0.0,-0.33333333333333337
Tamara Korpatsch,75,0,-0.051724137931034586,0.14864864864864868,-0.44444444444444453
Tamara Zidansek,165,0,-0.1437728937728937,0.20879120879120872,-0.23076923076923073
Martina Trevisan,116,0,-0.005714285714285672,0.13531914893617025,-1.0
Claire Liu,84,0,-0.12802768166089962,0.33823529411764697,-0.17647058823529416
Jasmine Paolini,175,0,0.08720662678324897,-0.06631097560975607,-1.0
Bernarda Pera,171,0,-0.15680473372781056,0.30267558528428085,-0.6013986013986014
Karolina Muchova,150,0,0.010204081632653184,0.04956268221574356,-0.18367346938775508
Irina Bara,42,0,-0.41666666666666663,0.12500000000000022,0.75
Amanda Anisimova,153,0,-0.04470529470529461,0.07318213701192433,0.027472527472527597
Katie Boulter,88,0,-0.13043478260869568,0,0.21739130434782616
Elena Rybakina,245,0,-0.018523282737329727,0.02016217400832776,0.06311637080867838
Kaja Juvan,100,0,-0.054545454545454564,0.09090909090909083,0.0
Leylah Fernandez,146,0,0.05531112507856695,-0.15116279069767447,-0.27242524916943534
Olga Danilovic,49,0,-0.22902097902097907,0.18660968660968646,0
Anastasia Potapova,167,0,-0.08406461906661356,0.1963932806324109,0.03726708074534146
Marta Kostyuk,141,0,0.06612305411415864,-0.13943661971830978,-0.13116197183098588
Iga Swiatek,249,0,-0.03252491069749952,0.1152582860555389,-0.13518567993588027
Clara Tauson,74,0,0.043589743589743435,-0.01333333333333342,-1.0
Xin Yu Wang,99,0,0.13381555153707048,-0.6071428571428572,-0.4107142857142857
Astra Sharma,63,0,-0.41666666666666663,0.4765625,-1.0
Liudmila Samsonova,164,0,0.048120300751879785,-0.22037351443123931,0.0686716791979951
Coco Gauff,207,0,-0.010661764705882426,0.038145896656534894,-0.014285714285714346
Greet Minnen,80,0,0.0980392156862746,-0.7058823529411764,-0.019607843137254832
Diane Parry,47,0,-0.21666666666666667,0.11904761904761907,0.4099999999999999
Caty Mcnally,68,0,0.004926108374384119,-0.14733542319749215,0.09425287356321843
Varvara Gracheva,118,0,0.10531645569620252,-0.23870967741935478,-0.11499999999999999
Elisabetta Cocciaretto,78,0,-0.05135135135135127,0.05405405405405417,0.05405405405405417
Jule Niemeier,68,0,-0.24630541871921174,0.12899106002554284,0.2625994694960212
Clara Burel,72,0,-0.1183673469387756,0.14957983193277324,-0.3142857142857143
Kamilla Rakhimova,61,0,-0.14751552795031042,0.14927536231884075,-0.1159420289855072
Ann Li,66,0,0.03703703703703698,0.0,-0.19999999999999996
Linda Fruhvirtova,57,0,0.09615384615384626,-0.37362637362637363,0.46153846153846145
Nuria Parrizas Diaz,87,0,0.014308426073132097,0.1377506538796862,-1.0
Alycia Parks,46,0,0.022222222222222143,0.022222222222222143,-0.14814814814814825
Cristina Bucsa,48,0,0.1519999999999999,-0.11111111111111105,-0.36
Emma Raducanu,58,0,-0.0014347202295552641,-0.06951871657754005,0.13725490196078427
Lucia Bronzetti,77,0,-0.0863546473302571,0.1481826654240448,-0.10810810810810811
Qinwen Zheng,94,0,0.02880184331797242,0.11904761904761907,-0.5803571428571428
Linda Noskova,45,0,0.11891891891891881,-0.55,-0.55
